TPAB014,"N. Solyak, H. Edwards, M. Foley, I. Gonin, T. Khabiboulline, D. Mitchell, J. Reid, L. Simmons","Development of the Third Harmonic Cavity at FermilabDEVELOPMENT OF THE THIRD HARMONIC SC CAVITY AT FERMILAB",
TPAB015,"F. Tamura, C. Ohmori, A. Schnase, A. Takagi, T. Uesugi, M. Yamamoto, M. Yoshii","Multi-Harmonic RF Control System for J-PARC RCS",
TPAB016,"Y.S. Cho, B.H. Choi, J.H. Jang, H.J. Kwon, M.Y. Park","Design of 20MeV DTL for PEFPDESIGN OF 20 MEV DTL FOR PEFP",
TPAB017,"H.J. Kwon, Y.S. Cho, B.H. Choi, J.M. Han, K.K. Jeong","RF Power Delivery System Design and Its Component Characterization for PEFP DTL",
TPAB018,"T. Kamitani, T. Suwada","R & D Status of C-Band Accelerating Unit for SuperKEKB",
TPAB019,"S. Sakanaka, K. Ebihara, E. Ezura, S. Isagawa, T. Kasuga, H. Nakanishi, M. Ono, M. Suetake, T. Takahashi, K. Umemori, S. Yoshimoto","Improvements in the RF System for the Photon Factory Advanced Ring (PF-AR)",
TPAB020,"A. Takagi, Y. Mori, J. Nakano, M. Sugaya, T. Uesugi","Radio Frequency Acceleration System for 150MeV FFAG",
TPAB021,"T. Uesugi, Y. Mori, C. Ohmori, A. Schnase, A. Takagi, F. Tamura, M. Yamamoto, M. Yoshii","Direct-Cooling MA Cavity for J-PARC Synchrotrons",
TPAB022,"K. Cummings, J.M. De Baca, J. Harrison, M. Rodrigiuez, P.A. Torrez, D.K. Warner","High Power Testing of the 402.5 MHz and 805 MHz RF Windows for the Spallation Neutron Source Accelerator",
TPAB023," , S. Kwiatkowski, K. Baptiste, J. Byrd, J. Julian, R. Low, L. Lyn, D. Plate","HOM Dampers for ALS Storage Ring RF CavitiesHOM DAMPERS FOR ALS STORAGE RING RF CAVITIES.",
TPAB024,"D. Li, A. Ladran, W. Lau, R.A. Rimmer, J. Staples, S. Virostek, S. Yang, M. Zisman","A 201 MHz RF Cavity Design with Non-Stressed and Pre-Curved Be Windows for Muon Cooling ChannelsA 201 MHZ RF CAVITY DESIGN WITH NON-STRESSED PRE-CURVED BE WINDOWS FOR MUON COOLING CHANNELS*",
TPAB025,"D. Li, J. Corlett, R. MacGill, A. Moretti, J. Norem, Z. Qian, R.A. Rimmer, Y. Torun, J. Wallig, V. Wu, M. Zisman","RF Tests of an 805 MHz Pillbox Cavity at Lab G of FermilabRF TESTS OF AN 805 MHZ PILLBOX CAVITY AT LAB G OF FERMILAB*",
TPAB026,"D. Li, J. Corlett","Deflecting RF Cavity Design for a Recirculating Linac Based Facility for Ultrafast X-Ray Science",
TPAB027,"K. Baptiste","RF Power Detector\Monitor Upgrade for the 500MHz Systems at the ALS",
TPAB028,"M.A. Shapiro, C. Chen, E.I. Smirnova, R.J. Temkin","Theoretical Analysis of Overmoded Dielectric Photonic Band Gap Structures for Accelerator ApplicationsTHEORETICAL ANALYSIS OF OVERMODED DIELECTRIC PHOTONIC BAND GAP STRUCTURES FOR ACCELERATOR APPLICATIONS",
TPAB029,"E.I. Smirnova, C. Chen, M.A. Shapiro, R.J. Temkin","An 11 GHz Photonic Band Gap Accelerator Structure with Wakefield SuppressionAN 11 GHZ PHOTONIC BAND GAP ACCELERATOR STRUCTURE WITH WAKEFIELD SUPPRESSION",
TPAB030,"N. Baboi, G. Bowden, R.M. Jones, J.R. Lewandowski, S.G. Tantawi","Transverse Impedance Bench Measurements in NLC\JLC Accelerating StructuresTRANSVERSE IMPEDANCE BENCH MEASUREMENTS .IN NLC/JLC ACCELERATING STRUCTURES*",
TPAB031,"V.A. Dolgashev, C. Adolphsen, G. Bowden, D.L. Burke, R.M. Jones, J.R. Lewandowski, Z. Li, R. Loewen, R.H. Miller, C.-K. Ng, C. Pearson, R.D. Ruth, S.G. Tantawi, J.W. Wang, P. Wilson","Status of X-band Standing Wave Structure Studies at SLAC",
TPAB032,"V.A. Dolgashev","High Magnetic Fields in Couplers of X-Band Accelerating Structures",
TPAB034,"R.M. Jones, N. Baboi, N.M. Kroll, S.G. Tantawi","Circuit and Scattering Matrix Analysis of the Wire Measurement Method of Beam Impedance in Accelerating Structures",
TPAB035,"P. McIntosh, A. Hill, H. Schwarz","An Automated 476 MHz RF Cavity Processing Facility at SLAC",
TPAB036,"C.D. Nantista, V.A. Dolgashev, S.G. Tantawi","Novel Accelerator Structure CouplersNOVEL ACCELERATOR STRUCTURE COUPLERS*",
TPAB038,"M.C. Ross, J. Frisch, K. Jobe, F. Le Pimpec, D. McCormick, J. Nelson, T. Smith","Use of Acoustic Emission to Diagnose Breakdown in Accelerator RF Structures",
TPAB039,"P. Wilson","Gradient Limitation in Accelerating Structures Imposed by Surface Melting",
TPAB040,"I. Bylinsky, Z. Ang, S. Fang, K. Fong, R. Kumaran, J. Lu, R. Poirier","TRIUMF ISAC RF System Improvements after 2 Years of Operational Experience",
TPAB042,"W. Zhang, Z. Xu, X. Yang, W. Zhan, H. Zhao","RF Acceleration System at HIRFL-CSR Main RingRF System at HIRFL-CSR Main Ring",
TPAB043,"M.P. Kelly, J. Delayen, J.D. Fuerst, M. Kedzie, S.I. Sharamentov, K.W. Shepard","Microphonics Measurements in SRF Cavities for RIAMICROPHONICS MEASUREMENTS IN SRF CAVITIES FOR RIA",
TPAB044,"K.W. Shepard, J.D. Fuerst, M. Kedzie, M.P. Kelly, E. Peterson","Superconducting 345 MHz Two-Spoke Cavity for RIASUPERCONDUCTING 345 MHZ TWO-SPOKE CAVITY FOR RIA",
TPAB045,"K.W. Shepard, J.D. Fuerst, M. Kedzie, M.P. Kelly","Superconducting Intermediate-Velocity Cavity Development for RIA",
TPAB046,"D. Wang, I. Ben-Zvi, X. Chang, J. Kewisch, C. Montag, C. Pagani, P. Pierini, J. Sekutowicz, Y. Zhao","Design of a Superconducting Linac Cavity for High-Current Energy Recovery Linac OperationDESIGN OF A SUPERCONDUCTING LINAC CAVITY FOR HIGH-CURRENT ENERGY RECOVERY LINAC OPERATION",
TPAB047,"B. Visentin, A. Aspart, J.L. Biarrotte, S. Blivet, S. Bousson, D. Braud, J.P. Charrier, Y. Gasser, E. Jacques, T. Junquera, J.P. Poupeau, D. Roudier, P. Sahuquet, H. Saugnac, F. Simoens, Ph. Szott","Experimental Results on 700 MHz Multicell Superconducting Cavity for Proton Linac",
TPAB048,"S. Belomestnykh, R. Kaplan, J. Reilly, J. Sikora, V. Veshcherevich","Using Passive Superconducting Cavities for Bunch Shortening in CESR",
TPAB049,"R.L. Geng, P. Barnes, S. Calatroni, E. Chiaveri, D. Hartill, R. Losito, H. Padamsee, H. Preis, J. Sears","First RF Test at 4.2K of a 200MHz Superconducting Nb-Cu Cavity",
TPAB050,"R.L. Geng, A. Crawford, G. Eremeev, H. Padamsee, J. Sears","A 1500MHz Niobium Cavity Made of Electropolished Half-Cells",
TPAB051,"R.L. Geng, J. Kirchgessner, H. Padamsee, J. Sears, V. Shemelin","An Optimized Shape Cavity for TESLA: Concept and Fabrication",
TPAB052,"M. Liepe, B. Barstow, I. Bazarov, S. Belomestnykh, R.L. Geng, H. Padamsee, V. Shemelin, C.K. Sinclair, K. Smolenski, M. Tigner, V. Veshcherevich","",
TPAB053,"M. Liepe, B. Barstow, H. Padamsee","First Studies for a Low Temperature Higher-Order-Mode Absorber for the Cornell ERL Prototype",
TPAB054,"M. Liepe, P. Barnes, I. Bazarov, S. Belomestnykh, R.L. Geng, J. Knobloch, H. Padamsee, J. Sears","New Possibilities for Superconducting Cavity Testing at Cornell University",
TPAB055,"M. Liepe, S. Belomestnykh","Microphonic Detuning in the 500 MHz Superconducting CESR Cavities",
TPAB056,"M. Liepe, S. Belomestnykh","RF Parameter and Field Stability Requirements for the Cornell ERL Prototype",
TPAB057,"J. Jacob, D. Boilot, P. Bosland, P. Bredy, S. Chel, E. Chiaveri, J.-M. Filhol, M.-P. Level, R. Losito, P. Marchand, C. Thomas-Madec","Successful Beam Test of the HOM Free Superconducting SOLEIL Cavity Prototype at the ESRF",
TPAB060,"H. Podlech, H. Deitinghoff, H. Klein, H. Liebermann, U. Ratzinger, A. Sauer, X. Yan","Higher Order Mode Investigation of Superconducting CH Structures and Status of the  CH Prototype Cavity",
TPAB062,"E. Kako, H. Asano, E. Chishiro, M. Matsuoka, S. Noguchi, T. Shishido, H. Suzuki, M. Yamazaki","High Power RF Tests on Input Couplers for 972MHz Superconducting Cavities in the J-PARC Project",
TPAB063,"T. Tajima, D. Barni, A. Bosotti, G. Corniani, R.L. Edwards, R. Gentzlinger, F.L. Krawczyk, J.E. Ledford, J.-F. Liu, D.I. Montoya, C. Pagani, R.J. Roybal, D.L. Schrage, A.H. Shapiro","Results of Two LANL Beta = 0.175, 350-MHz, 2-Gap Spoke Cavities",
TPAB064,"T. Tajima, R.L. Edwards, F.L. Krawczyk, J.-F. Liu, D.L. Schrage, A.H. Shapiro","Q Disease on 350-MHz Spoke CavitiesAcrobat Distiller, Job 21",
TPAB065,"B. Rusnak, S. Shen","Update on RF System Studies and VCX Fast Tuner Work for the RIA Driver Linac",
TPAB066,"T. Grimm, W. Hartung, M. Johnson, P. Kneisel, L. Turlington, R. York","Cryomodule Design for the Rare Isotope AcceleratorExperimental Study of a 322 MHz v/c=0",
TPAB067,"T. Grimm, J. Bierwagen, S. Bricker, C. Compton, W. Hartung, F. Marti, R. York","Experimental Study of a 322 MHz v\c=0.28 Niobium Spoke CavityExperimental Study of a 322 MHz v/c=0",
TPAB068,"T. Grimm, W. Hartung, S.E. Musser","X-Ray Tomography of Superconducting RF CavitiesX-RAY TOMOGRAPHY OF SUPERCONDUCTING RF CAVITIES*",
TPAB069,"T. Grimm, T.R. Bieler, C. Compton, H. Jiang","Mechanical Properties, Microstructure, and Texture of Electron Beam Butt Welds in High Purity NiobiumMECHANICAL PROPERTIES, MICROSTRUCTURE, AND TEXTURE OF ELECTRON BEAM BUTT WELDS IN HIGH PURITY NIOBIUM",
TPAB070,"W. Hartung, G. Ciovati, C. Compton, T. Grimm, P. Kneisel, R. York","Status Report on Multi-Cell Superconducting Cavity Development for Medium-Velocity Beams",
TPAB071,"S.-H. Kim","Simulation of Quench Dynamics in SRF Cavities under Pulsed OperationSIMULATION OF QUENCH DYNAMICS IN SRF CAVITIES",
TPAB072,"P.J. Chou","The Numerical Analysis of Higher-Order Modes for Superconducting RF Cavity at SRRCTHE NUMERICAL ANALYSIS OF HIGHER-ORDER MODES FOR SUPERCONDUCTING RF CAVITY AT SRRC",
TPAB073,"M.C. Lin, L.H. Chang, G.H. Luo, Ch. Wang, M.K. Yeh","Effects of Material Properties on Resonance  Frequency of a CESR-III Type 500 MHz SRF CavityEFFECTS OF MATERIAL PROPERTIES ON RESONANCE FREQUENCY OF A CESR-III TYPE 500 MHZ SRF CAVITY",
TPAB076,"G. Ciovati, A. Brinkmann, J. Halbritter, P. Kneisel, G. Myneni, J. Sekutowicz, W. Singer","Preliminary Studies of Electric and Magnetic Field Effects in Superconducting Niobium Cavities",
TPAB077,"E. Daly, I. Campisi, J. Henry, W.R. Hicks, J. Hogan, P. Kneisel, D. Machie, C. Reece, T. Rothgeb, J. Sekutowicz, K. Smith, T. Whitlatch, K.M. Wilson, M. Wiseman","Improved Prototype Cryomodule for the CEBAF 12 GeV Upgrade",
TPAB078,"J. Delayen","Lorentz Detuning of Superconducting Cavities with Unbalanced Field Profiles",
TPAB079,"J. Delayen, G.K. Davis","Piezoelectric Tuner Compensation of Lorentz Detuning in Superconducting Cavities",
TPAB080,"J. Mammosser, T. Rothgeb, T. Wang, A.T. Wu","Investigation into the Effectiveness of the JLAB High Pressure Rinsing SystemINVESTIGATION INTO THE EFFECTIVENESS OF THE JLAB HIGH PRESSURE RINSE SYSTEM*",
TPAB083,"R.A. Rimmer, D. Li, H. Wang, G. Wu","Towards Strongly HOM-Damped Multi-Cell RF Cavities",
TPAB084,"J. Sekutowicz, A. Goessel, G. Kreps, S. Zheng","Active HOMs Excitation in the First Prototype of SuperstructureSUPERCONDUCTING  SUPERSTRUCTURE  FOR THE TESLA COLLIDER",
TPAB085,"J. Sekutowicz, A. Brinkmann, G. Ciovati, W. Hartung, P. Kneisel, R. Parodi, G. Wu, S. Zheng","Cavities for JLAB's 12 GeV UpgradeMicrosoft Word - TPAB085.doc",
TPAB086,"T. Wang, C. Reece, R. Sundelin","Field Emission Studies from Nb Surfaces Relevant to SRF Cavities",
TPAB087,"G. Wu, L. Phillips, R. Sundelin, A.-M. Valente","Niobium Thin Film Properties Affected by Deposition Energy during Vacuum DepostionNIOBIUM THIN FILM PROPERTIES AFFECTED BY DEPOSITION ENERGY DURING VACUUM DEPOSITION",
TPAB088,"K. Fong, S. Fang, M. Laverty, Q. Zheng","RF Control System for ISAC II Superconducting Cavities",
TPAB089,"C.H. Joshi, T. Grimm, A. Mavanur, C.-Y. Tai","Magnetostrictive Tuners for SRF CavitiesMAGNETOSTRICTIVE TUNERS FOR SRF CAVITIES1",
TPAB090,"M. Pekeler, S. Bauer, S. Belomestnykh, H. Padamsee, M. Peiniger, P. Quigley, J. Sears, H. Vogel, P. vom Stein","Fabrication, Test and First Operation of Superconducting Accelerator Modules for Storage Rings",
TPAB091,"P. Gruber, Y. Torun","Beam Photography: A Technique for Imaging Dark Currents",
TPAE001,"D. Valuch","Operation of the LEP CW Klystrons in Pulsed Mode",
TPAE006,"J.T.M. Lyles, F. Bridges, L.J. Rybarcyk","Ferrite Evaluation for AHF Proton Synchrotrons",
TPAE007,"D.E. Rees, J. Bradley III, K. Cummings, T. Hardek, M.T. Lynch, W. Roybal, P.J. Tallerico","The SNS Linac High Power RF System Design, Status, and Results",
TPAE010,"H. Wang, J. Delayen, L. Harwood, C. Hovater, R. Nelson","JLAB High Efficiency Klystron Baseline Design for 12 GeV UpgradeTPAE010",
TPAE011,"H. Wang","Analytical Design of a Waveguide Iris\Stub Tuning Coupler to an Overcoupled Superconducting CavityTPAE011",
TPAE012,"H. Wang, K. Beard, I. Campisi, J. Mammosser, J. Preble, R.A. Rimmer, C. Thomas-Madec","HOM Damping Performance of JLAB SL21 CryomoduleTPAE012",
TPAE014,"V.G. Romas'ko, A.N. Dovbnya, N.I. Aizatsky, V.N. Boriskin, M.A. Krasnogolovets, V.A. Kushnir, V.A. Mitrochenko, N.G. Reshetnyak, Yu.Ya. Volkolupov, V.V. Zakutin","On Creation of a Cathode Unit for the X-Band Klystron",
TPAE015,"L. Ives, P. Ferguson, D. Marsden, G. Miram, M. Mizuhara, L. Song","Design of an X-band, 50Mw, Multiple Beam Klystron",
TPAE016,"L. Ives, P. Borchard, L. Falce, K. Gunther, G. Miram, M. Mizuhara, M.E. Read","Development of Improved Cathodes for High Power RF Sources",
TPAE017,"L. Ives, P. Borchard, L. Falce, K. Gunther, G. Miram, M. Mizuhara, M.E. Read","Development of Multiple Beam Guns for High Power RF SourcesMULTIPLE BEAM GUNS FOR HIGH POWER RF APPLICATIONS",
TPAE018," ,  ,  , L. Ives, B. Hogan, W. Lawson, D. Marsden, M. Mizuhara, J. Neilson, M.E. Read, T. Robinson","10 MW, 91 GHz Gyroklystron for High Freqency Accelerator ResearchDevelopment of a 10 MW, 91 GHz Gyroklystron",
TPAE019,"S. Lenci, E. Eisen, B. Stockwell","Development of an 805-MHz, 550 kW Pulsed Klystron for the Spallation Neutron Source",
TPAE020,"J. Neilson, L. Ives, S.G. Tantawi","Design and Test of a 100MW X-Band TE01 WindowDESIGN AND TEST OF A 100MW X-BAND TE01 WINDOW",
TPAE021,"J. Neilson, L. Ives, S.G. Tantawi","Development of a Multi-Megawatt Circulator for X-BandMicrosoft Word - TPAE021.doc",
TPAE022,"O.A. Nezhevenko, A.W. Fliflet, S.H. Gold, J.L. Hirshfield, A.K. Kinkead, E.V. Kozyrev, V.P. Yakovlev","Performance of X-Band Pulsed Magnicon AmplifierPERFORMANCE OF X-BAND PULSED MAGNICON AMPLIFIER*",
TPAE024,"O.A. Nezhevenko, J.L. Hirshfield, M.A. LaPointe, V.P. Yakovlev","34 GHz, 45 MW Pulsed Magnicon:  First Results",
TPAE025,"R. Pakter","Equilibrium Transport of Sheet Electron Beams in Solenoidal Focusing Fields",
TPAE026," ,  ,  , M.E. Read, V. Ivanov, L. Ives, A. Krasnykh, G. Miram","Gridded Sheet Beam Gun for a Sheet Beam KlystronMicrosoft Word - TPAE026 Sheet Beam Gun.doc",
TPAE027,"M.E. Read, V. Granatstein, L. Ives, W. Lawson, G. Miram, G. Nusinovich","A Magnetron Injection Gun with Inverted Geometry for an 80 MW GyroklystronA Magnetron Injection Gun with Inverted Geometry for an 80 MW Gyroklystron",
TPAE028,"M.E. Read, L. Ives, G. Miram, A. Mizuhara, L. Song","Development of a 19KW, CW, L-Band Klystron for the Continuous Electron Beam Accelerator FacilityDevelopment of a CW,  L-Band Klystron for CEBAF",
TPAE029,"E. Wright, A. Balkcum, H. Bohlen, M. Cattelino, L. Cox, M. Cusick, F. Friedlander, B. Stockwell, L. Zitelli","Development of a 10-MW, L-Band, Multiple-Beam Klystron for TESLADEVELOPMENT OF A 10-MW, L-BAND, MULTIPLE-BEAM KLYSTRON FOR TESLA*",
TPAE030," , A.L. Vikharev, S.H. Gold, A.M. Gorbachev, J.L. Hirshfield, V.A. Isaev, O. A. Ivanov, A.K. Kinkead, S. V. Kuzikov, O.A. Nezhevenko","First High-Power Experiments on a Two-Channel X-Band Active RF Pulse Compressor",
TPAE031,"V.P. Yakovlev, J.L. Hirshfield, O.A. Nezhevenko","Active RF Pulse Compressor with a Ferroelectric Switch",
TPAE032,"D. Yu, D. Newsham, A.V. Smirnov","PBG Cavities for Single-Beam and Multi-Beam Electron DevicesPBG CAVITIES FOR",
TPAE033,"D. Yu, H. Braun, G. Carron, S. Doebert, W. Gai, R. Konecny, W. Liu, D. Newsham, A.V. Smirnov, L. Thorndahl, I. Wilson, W. Wuensch","Construction and Testing of a 21 GHz Ceramic Based Power ExtractorCONSTRUCTION AND TESTING OF A 21 GHZ CERAMIC BASED POWER EXTRACTOR*",
TPAE034,"L.I. Donley, J.C. Dooling, G.E. McMichael","Using Ferrite as a Fast Switch for Improving Rise Time of IPNS Extraction Kicker",
TPAE036,"L. Ducimetiere, M.J. Barnes, N. Garrel, G.D. Wait","The LHC Injection Kicker MagnetTHE LHC INJECTION KICKER MAGNET",
TPAE038,"H. Sato, T. Hatano, S. Igarashi, T. Kawakubo, S. Murasugi, E. Nakamura, N. Shimizu, A. Tokuchi, S. Yamanaka","Switching Power Supply for the PFL Kicker MagnetSWITCHING POWER SUPPLY FOR THE PFL KICKER MAGNET",
TPAE039,"D.L. Borovina, J. Bradley III, T. Hardek, M.T. Lynch, M. Pieck, R.S. Przeklasa, W.A. Reass, D.E. Rees, S.C. Ruggles, B.E. Takala, P.J. Tallerico, S.A. Wender","Accelerated Neutron-Induced Failure Tests of 3300-V IGBTs for the Spallation Neutron Source AcceleratorNEUTRON-INDUCED FAILURE TESTS OF 3300-V IGBTS",
TPAE040,"W. Waldron, S. Eylon, W. Greenway, E. Henestroza, S.S. Yu","Electrical Breakdown Studies with Mycalex InsulatorsELECTRICAL BREAKDOWN STUDIES WITH MYCALEX INSULATORS*",
TPAE041,"G.E. Leyh","A Critical Analysis of IGBT Geometries, with the Intention of Mitigating Undesirable Destruction Caused by Fault Scenarios of an A CRITICAL ANALYSIS OF IGBT GEOMETRIES, WITH THE INTENTION OF MITIGATING UNDESIRABLE DESTRUCTION CAUSED BY FAULT SCENARIOS ...",
TPAG001,"S. Berg, D. Bromberek, J. Gagliano, G. Goeppner, A. Grelick, A. Nassiri, T.L. Smith","Rebuilding WR-340 and WR-284 Waveguide Switches to Meet Higher Power at the Advanced Photon Source",
TPAG002,"S. Pasky, R. Soliday","Conducting Research and Operator Training While Maintaining Top-up Reliability Using the Advanced Photon Source Linear Accelerator",
TPAG003,"T.L. Smith, S. Berg, A. Grelick, G. Waldschmidt","Bidirectional Coupler Optimization in WR284-Type Waveguide",
TPAG004,"P. He, D. Gassner, J. Gullotta, H. Hseuh, D. Trbojevic, S.Y. Zhang","Calibration of RHIC Electron DetectorPREPARATION OF PAPERS FOR ACCELERATOR CONFERENCES*",
TPAG005,"H. Ludewig, J. Browdowski, N. Catalan-Lasheras, S. Cousineau, D. Davino, C. Longo, B. Mullany, D. Raparia, N. Simos, J. Touzzolo","Integration of the Beam Scraper and Primary Collimator in the SNS Ring",
TPAG006,"C. Montag, G. Ganetis, L. Jia, W. Louie","Vibration Studies on a Superconducting RHIC Interaction Region Quadrupole TripletTPAG006.dvi",
TPAG007,"O. Capatina, K. Artoos, N. Bourcey, O. Calvet, C. Hauviller","Mechanical Dynamic Analysis of the LHC Arc Cryo-Magnets",
TPAG008,"P. Quigley, S. Belomestnykh, R. Kaplan","Digital Cryogenic Control System for Superconducting RF Cavities in CESR",
TPAG009,"P. Hurh, A. Leveling","Autopsy Results of Failed Lithium Collection Lenses at the FNAL Antiproton Source",
TPAG010,"P. Hurh, J. Morgan, R. Schultz","The Design of a Diffusion Bonded High Gradient Collection Lens for the FNAL Antiproton Source",
TPAG011,"C. Johnstone, C. Brown, D. Carey, E. Hartouni, M. Kostin, R. Raja","Beamline Design for Particle Production Experiment, E907, at FNAL",
TPAG012,"R. Schultz, P. Hurh","Lithium Collection Lens Filling Process for Fermilab Antiproton Source",
TPAG013,"S. Tariq, K. Ammigan, P. Hurh, P. Liu, R. Schultz, J. Shang","Li Material Testing- Fermilab Antiproton Source Lithium Collection LensMicrosoft Word - TPAG013.doc.doc",
TPAG014,"T. Kato, S. Fu, M. Ikegami, S. Wang","Beam Study with RF Choppers in the MEBT of the J-PARC Proton Linac",
TPAG015,"J. Bradley III, T. Hardek, M.T. Lynch, D.E. Rees, W. Roybal, P.J. Tallerico","Spallation Neutron Source High-Power RF Transmitter Design for High Availability, Ease of Installation and Cost Containment",
TPAG017,"R. Hardekopf, J. Bernardin, J. Billen, N. Bultman, W. Fox, T. Hardek, S. Hopkins, S. Nath, D. Rej, P.J. Tallerico, L.M. Young","Completion of CCL Hot Model for SNS-Linac R&D ProgramCOMPLETION OFCCL HOT MODEL FOR SNS-LINAC R&D PROGRAM *",
TPAG018,"A. Ratti, M. Champion, L. Doolittle, H. Ma, M. Monroy","Operational Performance of the SNS LLRF Interim System",
TPAG020," , S. Henderson, A. DeCarlo, S.-H. Kim, G. Murdoch, K. Potter, J. Rank, D. Raparia, T. Roseberry","Beam Dump Window Design for the Spallation Neutron SourceBEAM DUMP WINDOW DESIGN FOR THE SPALLATION NEUTRON SOURCE*",
TPAG021,"M.H. Chun, Y.J. Han, H.S. Kang, D.T. Kim, S.H. Nam, B.R. Park, J.S. Yang","Status of Timing System and Its Upgrade for the PLS Storage RingDesktop Publishing Instructions for Authors of Papers",
TPAG022,"M.A. Clarke-Gayther","Slow-Wave Electrode Structures for the ESS 2.5 MeV Fast Chopper",
TPAG023,"J.C. Chang, J.R. Chen, K.C. Kuo, S.C. Lei, Y.C. Lin","Electrical Power and Grounding Systems Study and Improvement at TLSELECTRICAL POWER AND GROUNDING SYSTEM STUDY AND IMPROVEMENT AT TLS",
TPAG024,"J.C. Chang, J.R. Chen, Y.C. Chung, C.Y. Liu, Z.D. Tsai","De-Ionized Cooling Water System Study and Improvement at TLSDE-IONIZED COOLING WATER SYSTEM STUDY AND IMPROVEMENT AT TLS",
TPAG025,"J.C. Chang, J.R. Chen, C.Y. Liu","Air Temperature Control Improvement for the Storage Ring TunnelAIR TEMPERATURE CONTROL IMPROVEMENT FOR THE STORAGE RING TUNNEL",
TPAG026,"K. Jordan, T. Allison, J. Coleman, R. Evans, A. Grippo","Machine Protection for High Average Current Linacs",
TPAG027,"R.E. Laxdal, K. Fong, S. Koscielniak, T. Ries, G. Stanford","A Mechanical Tuner for the ISAC-II Quarter Wave Superconducting CavitiesTPAG027.dvi",
TPAG028,"J.P. Ozelis","The Jefferson Lab Quality Assurance Program for the SNS Superconducting Linac Accelerator ProjectTHE JEFFERSON LAB QUALITY ASSURANCE PROGRAM FOR THE SNS SUPERCONDUCTING LINAC ACCELERATOR PROJECT*",
TPAG029,"J.P. Ozelis, V. Bookwalter, B. Madre, C. Reece","Utilization of Integrated Process Control, Data Capture, and Data Analysis in Construction of Accelerator Systems.UTILIZATION OF INTEGRATED PROCESS CONTROL, DATA CAPTURE, AND DATA ANALYSIS IN CONSTRUCTION OF ACCELERATOR SYSTEMS *",
TPAG030,"J. Neumann, G.L. Carr, D. Demske, R. Fiorito, H. Loos, P.G. O'Shea, T. Shaftan, B. Sheehy, Z. Wu","Study of Coherent Radiation from an Electron Beam Prebunched at the Photocathode",
TPAG031,"I.S. Roth, J.A. Casey, M.P.J. Gaudreau, T. Hawkey, M.A. Kempkes, J.M. Mulvaney, J.E. Petry","A Solid-State Transmitter for the Argonne Advanced Photon SourceMicrosoft Word - PAC_HPS_2003.doc",
TPAG033,"N.V. Mokhov, A. Drozhdin, P.H. Kasper, J.R. Lackey, E.J. Prebys, R.C. Webber","Fermilab Booster Beam Collimation and Shielding",
TPAG034,"D. Sertore, D. Barni, L. Burgazzi, P. Michelato, L. Monaco, M. Novati, C. Pagani, R. Paulon, P. Pierini","Basis for the Reliability Analysis of the Proton Linac for an ADS Program",
TPAG035,"M. Ikegami, S. Anami, S. Arai, J. Chiba, S. Fu, S. Fukuda, Y. Fukui, K. Hasegawa, Z. Igarashi, K. Ikegami, T. Ito, E. Kadokura, N. Kamikubota, T. Kato, M. Kawamura, J. Kishiro, H. Kobayashi, T. Kobayashi, Y. Kondo, C. Kubota, F. Naito, K. Nigorikawa, S. N","Beam Commissioning of the J-PARC Linac Medium Energy Beam Transport at KEK",
TPAG037,"I. Sakai, Y. Arakida, Y. Irie, Y. Ishi, T. Kawakubo, S. Machida, F. Noda, K. Shigaki, T. Shimada, I. Sugai, T. Takayanagi, Y. Takeda, Y. Watanabe, K. Yamamoto","H<sup>-<\sup> Painting Injection System for the J-PARC 3GeV High Intensity Proton SynchrotronH- PAINTING INJECTION SYSTEM FOR THE J-PARC 3-GEV HIGH INTENSITY PROTON SYNCHROTRON",
TPAG038,"S. Nath, J. Billen, K. Crandall, D. Jeon, J. Stovall, H. Takeda, L.M. Young","Particle-Beam Behavior in the SNS Linac with Simulated and Reconstructed Beams",
TPAG039,"C.M. Celata, F.M. Bieniosek, A. Friedman, D.P. Grote, L.R. Prost, P.A. Seidl","Particle-in-Cell Simulations of the High Current ExperimentPREPARATION OF PAPERS FOR ACCELERATOR CONFERENCES*",
TPAG040,"M.A. Leitner, J.J. Barnard, C.M. Celata, E.P. Lee, B.G. Logan, G. Sabbi, W. Waldron","Design Choices for the Integrated Beam Experiment (IBX)",
TPAG041,"A. Aleksandrov, S. Assadi, W. Blokland, C. Deibele, W. Grice, J. Pogge","Beam in Gap Measurements at the SNS Front-End",
TPAG043,"C.R. Prior, D.J. Adams, C.P. Bailey, D.W.J. Bellenger, G. Bellodi, J.R.J. Bennett, I.S.K. Gardner, F. Gerigk, J.W. Gray, W.A. Morris, G.H. Rees, J.V. Trotman, C.M. Warsop","ISIS Megawatt Upgrade Plans",
TPAG044,"C.D. Barnes, B.E. Blue, C. Clayton, F.-J. Decker, S. Deng, P. Emma, M.J. Hogan, C. Huang, P. Iverson, D. Johnson, C. Joshi, T.C. Katsouleas, P. Krejcik, K.A. Marsh, W.B. Mori, P. Muggli, C.L. O'Connell, E. Oz, R.H. Siemann, D. Walz","Improvements for the Third Generation Plasma Wakefield Experiment E-164 at SLAC",
TPAG045,"R. Yoder, J.B. Rosenzweig","A Slab-Symmetric Dielectric-Loaded Structure for High-Gradient Acceleration at THz",
