TUP010,"J.W. Flanagan, S. Hiramatsu, H. Ikeda, T. Mitsuhashi","IMPROVEMENTS TO AUTOMATED BEAM-SIZE MEASUREMENT SYSTEM AT KEKB",
TUP011,"K.Fong, M. Laverty, S. Fang","RF CONTROL SYSTEMS FOR THE TRIUMF ISAC RF",
TUP014,"GU Pengda, PEI Guoxi, WANG Shuhong","SLED SYSTEM FOR LONG PULSE MULTI-BUNCH LINAC",
TUP015,"J.M. Han, H.H. Lee, Y.S. Cho, B.H. Choi, K.S. Kim","LLRF SYSTEM FOR THE KTF RFQ LINAC",
TUP016,"Y. D. Hao, X. M. Yu, J. Cheng, J. Zhang, J. Luo, Z. Y. Hao, S. Y. Chen, F. L. Long","DESIGN OF LOW IMPEDANCE ELECTROSTATIC SEPARATORS FOR BEPC II",
TUP018,"B. Hong, T. Mimashi, H. Mizuno","A WIDE-BAND PICK-UP FOR MEASURING BEAM SPECTRUM IN KEKB",
TUP021,"HUANG Wei-ling, LI Quan-feng, ZHANG Yun-kai","ELECTRON GUN USED IN THE ACCELERATOR FOR CUSTOMS INSPECTION SYSTEMS",
TUP022,"S. Isaka, R. Kato, T. Konishi, T. Igo, M. Kuwahara, Y. Nakamura, M. Fujimoto, G. Isoyama, H. Sakaki","STUDY ON STABILITY OF THE L-BAND LINAC AT ISIR, OSAKA UNIVERSITY",
TUP024,"W. Kang, L. X. Fu, J. B. Pang","DEVELOPMENT OF AN EDDY-CURRENT SEPTUM MAGNET FOR THE SSRF STORAGE RING",
TUP025,"Tadamichi KAWAKUBO, Tadaharu ISHIDA, Hiroshi YAMAGUCHI","HIGH COST-PERFORMANCE FAST-RESPONSE BEAM-LOSS MONITOR USING A PHOTO-MULTIPLIER",
TUP026,"E. Kikutani, Y. Ogawa, M. Tobiyama","THE KEKB BUCKET SELECTION SYSTEM - RECENT PROGRESS AND THE PLAN IN THE NEAR FUTURE",
TUP027,"T.Miyajima, S.Nagahashi,Y.Kobayashi, T.Kasuga","FIELD MEASUREMENTS OF NEW MAGNETS FOR THE PF-AR UPGRADE PROJECT",
TUP030,"Hyeok-jung Kwon, Kang-ok Lee, Han-sung Kim, Min-joon Park, Moon-sung Chun, Kie-hyung Chung, Seung-jeong Noh","DESIGN STUDY ON THE HIGH POWER KLYSTRON FOR KOMAC",
TUP031,"Weimin Li, Jingyi Li, Gongfa Liu, Chuan Li, Kaihong Li","EPICS AT NSRL",
TUP032,"Jingyi Li, Gongfa Liu, Weimin Li, Baogen Sun, Caozheng Diao, Zuping Liu","DEVELOPMENT OF ORBIT CORRECTION SYSTEM OF HLS STORAGE RING",
TUP033,"Li Dazhi, Wang Yanshan, Li Yonggui, Xie Jialin","FEED-FORWARD AUTOMATIC CONTROL SYSTEM",
TUP034,"Shaopeng Li, Weimin Pan, Yi Sun, etc.","THE FEASIBILITY STUDY ON BEPC-II RF SYSTEM",
TUP035,"D.K. Liu, Y.B. Leng, W.X. Cheng","SSRF TIMING SYSTEM",
TUP036,"Z.L. Wu, F.L. Long, J. Cheng, X.Z. Wei","UPGRADE OF THE BEPC STORAGE RING MAGNET TEMPERATURE PROTECTION SYSTEM",
TUP037,"LU Ping, SUN Baogen, LI Weimin, YU Xiangkun, LIU Zuping, PEI Yuanji, HE Duohui","DESIGN OF 200MeV ENERGY SPECTRUM ANALYTIC SYSTEM OF LINAC IN NSRL",
TUP038,"L.Ma, J.Cao, L.Wang, Q.Ye, Z.Zhao","BEPC BEAM INSTRUMENTATION SYSTEM AND ITS UPGRADE FOR BEPC-II",
TUP040,"Lizhen Ma ,Ping Yuan , Shaofei Han, Yuan He ,Youjin Yuan and Jiawen Xia","DESIGN OF THE MAGNETIC SEPTUM OF CSR",
TUP042,"T.MITSUHASHI, M.TADANO","MEASUREMENT OF WAVEFRONT DISTORTION CAUSED BY THERMAL DEFORMATION OF SR EXTRACTION MIRROR BASED ON HARTMANN SCREEN TEST AND ITS APPLICATION FOR CALIBRATION OF SR INTERFEROMETER",
TUP043,"K. Nakamura, T. Watanabe, T. Ueda, K. Yoshii, M. Uesaka","DIAGNOSTICS OF SUB-PICOSECOND ELECTRON PULSE BY THE FLUCTUATION METHOD",
TUP044,"S. S. Park, S. H. Kim, Y. J. Han, S. H. Nam, S. W. Park, C. H. Jun","RELIABILITY ANALYSIS OF THE PLS KLSYTRON-MODULATOR SYSTEM",
TUP045,"S. H. Nam, S. H. Jeong and J. H. Suh","STUDY ON THE PLS INJECTION KICKER MAGNET AND MODULATOR",
TUP047,"T. Obina, J. Odagiri, N. Yamamoto, Ge Lei, Zheng Lifang","EPICS BASED BEAM ORBIT MEASUREMENT SYSTEM FOR KEK PF-AR",
TUP048,"J. S. Oh, S. D. Jang, Y. G. Son, M. H. Cho, W. Namkung","DEVELOPMENT OF A CAPACITOR-CHARGING POWER SUPPLY FOR A SMART MODULATOR",
TUP049,"OUYANG Huafu, XU Taoguang, GUAN Xialing, LUO Zihua, XU Wenwu","THE STUDY ON RF FIELD OF AN RFQ",
TUP050,"Xin Ouyang, Kaixi Huang, Chenghao Yu","SURVEY AND ALIGNMENT FOR SSRF",
TUP052,"C.Settakorn, H.Wiedemann","IMPACT OF EXPERIMENTAL CONDITIONS ON AUTOCORRELATION BUNCHLENGTH MEASUREMENTS",
TUP053,"K. Shima","OPTIMUM THICKNESS OF CARBON STRIPPER IN TANDEM ACCELERATOR IN VIEW OF TRANSMISSION",
TUP054,"M. J. Shirakata, H. Sato, K. Marutsuka, N. Tokuda","THE MAGNET ALIGNMENT OF THE KEK-PS MAIN RING",
TUP056,"Baogen Sun, Duohui He, Hongliang Xu, Ping Lu, Junhua Wang,Yunfeng Gao, Lin Wang, Jianhong Liu","MEASUREMENT OF SOME BEAM PARAMETERS USING TUNE MEASUREMENT SYSTEM FOR HLS",
TUP057,"Shigeru Takeda, Noboru Yamamoto, Hiroshi Matsumoto, Hirokazu Yosioka, Takafumi Simogouchi","GEOLOGY AND SLOW GROUND MOTION ON FUTURE ACCELERATORS",
TUP058,"T.Tanaka, K.Hayakawa, I.Sato, K.Sato, Y.Hayakawa, K.Yokoyama, K.Kanno, T.Sakai","IMPROVEMENT OF THE LONG PULSE OPERATION OF THE FEL LINAC AT NIHON UNIVERSITY",
TUP059,"Tao Xiaokui, Chen Huaibi, Tong Dechun, Zhao Zhentang","STUDY OF HOM COUPLERS ON AN 800MHz PROTOTYPE CAVITY",
TUP060,"Masaki Tejima, Kotaro Satoh, Makoto Tobiyama","BEAM POSITION MONITOR SYSTEM FOR THE ORBIT FEEDBACK AT THE INTERACTION REGION OF KEKB",
TUP061,"M.Tobiyama, E.Kikutani. J.W.Flanagan, S.Hiramatsu","BEAM DIAGNOSTICS USING BUNGH-BY BUNCH FEEDBACK SYSTEMS IN THE KEKB RINGS",
TUP063,"V.N.Volkov, A.Bushuev, N.Fomin, E.Gorniker, E.Kenjebulatov, V.Korchuganov, S.Krutihin, G.Kurkin, I.Makarov, N.Mityanina, V.Petrov, I.Sedlyarov, A.Tribendis","SINGLE-MODE CAVITIES AT FREQUENCIES OF 172 AND 178 MHz",
TUP064,"J.H. Wang, W.M. Li, Z.P. Liu, B.G. Sun, J.H. Liu, P.Lu","TURN-BY-TURN SYSTEM DESIGN OF HLS",
TUP065,"F. Wang, G.W. Wang, J.F.  Lu","LOW LEVEL CONTROL RF SYSTEM FOR SSRF",
TUP066,"X. Wang,  G. Su,  Y. Sun,  Y. Ma and Sh. Bu","DESIGN AND CONSTRUCTION OF A 7MW HIGH POWER CIRCULATOR",
TUP068,"D.Wu, Z. Yin, H.Qu, Q.Peng, C.Shi, G.Ni, Y.Han, G.Zhao, B.Yin","PRELIMINARY DESIGN OF SUPERCONDUCTING MAGNETS FOR BEPC-II",
TUP070,"Z. X. Xu, C. L. Guo","1Hz CHOPPER TYPE QUADRUPOLE MAGNET POWER SUPPLY FOR SSRF BOOSTER",
TUP071,"ZHOU Linong, XU Taoguang, XU Wenwu, ZHANG Mutian","A NEW MEDIUM ENERGY PROTON CAVITY STRUCTURE",
TUP072,"ZHANG Mutian, XU Taoguang, XU Wenwu, ZHOU Linong","THE STUDY ON CCDTL STRUCTURE",
TUP073,"X. D. Yang, H.W. Zhao, J.W. Xia,W.L. Zhan, B.W.Wei, V.V. Parkhomchuk","HIRFL-CSR ELECTRON COOLING DEVICES",
TUP074,"H.P. Yan, A.L. Zhang, Z.Cao, Q.G. Zhou, F.L. Ren, J.D. Zhang, Y.B. Zhao, Y. Li, L.H. Zhang","MAGNETIC FIELD MAPPING SYSTEM FOR SSRF",
TUP075,"A.Yano, M.Sakamoto, K.Tetsuka, H.Urakata, S.Miyake, H.Yonezawa, S.Fukuda, M.Kawamura, S.Anami, E.Chishiro, H.Yoshikawa","DEVELOPMENT OF THE KLYSTRONS FOR THE HIGH INTENSITY PROTON ACCELERATOR FACILITY",
TUP076,"Li Quanfeng, Wu Pin, Gao Jianjiang, Wu Gang","OPTICAL TRANSITION RADIATION MEASUREMENTS ON THE BEIJING FREE-ELECTRON LASER",
TUP077,"G. S. Taki, D. K. Chakraborty, P. S. Chakraborty, S. Ghosh, V. Singh, C. Mallik and R. K. Bhandari","PERFORMANCE OF A 6.4 GHz ECR ION SOURCE AT VECC",
TUP081,"M. H. Rashid and R. K. Bhandari","PROFILE OF LOSS CONE AND MAGNETIC STRESS ON RESONANCE SURFACE OF THE 14.4 GHz ECRIS",
WEAM02,"G.H. Luo, Ch. Wang, L.H. Chang, M.C. Lin, T.T. Yang and C.T. Chen","THE TAIWAN LIGHT SOURCE AND SUPERCONDUCTING CAVITY",
WEAM03,"J. K. Hao, K. Zhao, B. C. Zhang, L. F. Wang, S. W. Quan, X. Y. Lu, D. T. Xie, F. Zhu, R. Xiang, S. L. Huang, T. J. Meng, A. J. Gu, C. E. Chen","SUPERCONDUCTING TESTS AND BEAM LOAD EXPERIMENTS ON NIOBIUM-COATED COPPER QWR AT PKU",
WEAM05,"K. Hass, B. Harita, P. Poomchusak, T. Ishii, W. Pairsuwan, M. Oyamada, T. Suranaree, A. Muang, D. Nakhon Ratchasima","CHARACTERIZATION AND CONDITIONING OF RF SYSTEMS OF THE SIAM PHOTON SOURCE",
WEAM06,"Shigeshi Ninomiya, Kenichi Muto, Makoto Toda","DESIGN STUDY OF NON-RESONANT ACCELERATING SYSTEM FOR THE KEK PS BOOSTER",
WEAU01,"Ralph W. ABmann","LEP LUMINOSITY REVISITED: DESIGN AND REALITY",
WEAU02,"R.K. Bhandari","STATUS OF THE SUPERCONDUCTING CYCLOTRON PROJECT AT KOLKATA",
WEAU03,"Y. H. Chin","STATUS OF JLC X-BAND MAIN LINAC R&D",
WEAU04,"S.Karnaev, V.Kiselev, E.Levichev, A.Naumenkov, S.Nikitin, I.Protopopov, D.Shatilov, E.Simonov, A.Skrinsky, G.Tumaikin","LOW ENERGY LUMINOSITY AT VEPP-4M COLLIDER",
WEAU05,"R. Assmann, J.B. Jeanneret, D. Kaltchev","STATUS OF ROBUSTNESS STUDIES FOR THE LHC COLLIMATION",
WEBM01,"H. Suk, S.J. Hahn, C. Kim, G.H. Kim, J.C. Kim, J.U. Kim, I.S. Ko","TRAPPING OF BACKGROUND PLASMA ELECTRONS BY PLASMA WAKEFIELDS",
WEBM02,"Quan Shengwen, Zhao Kui, Zhang Baocheng, Hao jiankui, Wang Lifang, Zhu Feng, Chen Jiaer","DC-SC INJECTOR FOR HIGH AVERAGE POWER FREE ELECTRON LASERS",
WEBM05,"W. J. Zheng, X. M. Huang","THE BUNCHER NB1 CONTROL IN HIRFL",
WEBM06,"Sun Feng-ju, Qiu yu-chang, Zeng Jiang-tao, Qiu Ai-ci, Yin Jia-hui, Kuai Bin","ELECTRO-MAGNETIC PARAMETERS ON HIGH CURRENT PULSE LINEAR TRANSFORMERS DRIVER",
WEBU01,"F.Zimmermann and G.Rumolo","TWO-STREAM PROBLEMS IN ACCELERATORS",
WEBU02," K.Y.Ng, C.L.Bohn","THEORY OF CUMULATIVE BEAM-BREAKUP WITH BNS DAMPING",
WEBU03,"Z.Y. Guo, Q. Qin, J.S. Cao, H. Huang, L. Ma, J.Q. Wang, J. Xing, G. Xu, C. Zhang, Z. Zhao, K.C. Harkay, M. Tejima","STUDIES ON THE PHOTOELECTRON CLOUD AT THE BEPC",
WEBU04,"Su Su Win, Hitoshi Fukuma, Eiji Kikutani, Makoto Tobiyama","OBSERVATION OF TRANSVERSE COUPLED BUNCH INSTABILITY AT KEKB",
WEBU05,"J.Q. Wang","PRELIMINARY STUDY OF THE BEPCII IMPEDANCE",
WEBU06,"Q. Qin","COLLECTIVE EFFECTS IN THE BEPCII SINGLE-RING SCHEME",
WECM01,"L Zhang, L. Farvacque, J.M. Filhol, M. Lesourd, E. Plouviez","DAMPING LINK FOR MAGNET GIRDER ASSEMBLY AND E-BEAM STABILITY IMPROVEMENT AT THE ESRF",
WECM02,"Z. Yin, H. Qu, D. Wu, Q. Peng, C. Shi, G. Ni","SUPERCONDUCTING MAGNET DESIGN FOR BEPC-II INTERACTION REGION",
WECM04,"Z. X. Xu, S. L. Lu, Y. J. Qiang, C. L. Guo","SSRF MAGNET POWER SUPPLY SYSTEM",
WECM05,"Y. D. Hao, X. M. Yu, J. Cheng, J. Zhang, J. H. Chen, J. Luo, Z. Y. Hao, S .Y. Chen","PRELIMINARY DESIGN OF FAST KICKER SYSTEM FOR BEPC II",
WEDM01,"Q. Han, J. Cui, W.F. Cao, X.R. Fan, X.P. Ding, X.Y. Na, W. Kang, Y.X. Zhang","A BUMP SYSTEM FOR SSRF STORAGE RING",
WEDM02,"Yuan Ji Pei, Wencan He, Kai Jin, Congfeng Wu, Sai Dong","THE SIMULATION AND ANALYSIS OF SECINDARY EMISSION MICROWAVE ELECTRON GUN",
WEDM03,"X.T.Yang, J.H.Zhang, X.J.Zhang, H.M.Wu, J.Meng, S.J.Hou","THE ULTRA-HIGH VACUUM PROTOTYPE OF HIRFL-CSR",
WEDM04,"D.K. Jiang, L.X. Yin, Z.S. Wang, H.W. Du, B.H. Shen, L.P. Chen, X.L. Jiang and C. Yu","ULTRAHIGH VACUUM SYSTEM OF THE SSRF",
WEDM05,"Kenji Mishima, Kuninori Endo, Takehiko Ishii, Masumi Sugawara, Weerapong Pairsuwan","SURVEY AND ALIGNMENT FOR THE SIAM PHOTON PROJECT",
WEDM06,"T. Ishii, G. Isoyama, W. Pairsuwan, S. Rujirawat, N. Sa-nguansak, R. Apiwatwaja, P. Songsiriritthigul, M. Oyamada, T. Suranaree, A. Muang","THE REASSEMBLY OF THE SIAM PHOTON SOURCE",
WEP002,"F. Hinode, H. Hama, A. Kurihara, A. Miyamoto, M. Mutoh, M. Nanao, M. Oyamada, Y. Shibasaki, K. Shinto, S. Takahashi, T. Tanaka","CURRENT STATUS OF A STRETCHER-BOOSTER RING AT TOHOKU UNIVERSITY",
WEP003,"N.Kamikubota, K.Furukawa, T.Suwada, T.Urano","GROWTH OF CONTROL TRANSACTIONS OF THE KEK LINAC DURING THE KEKB COMMISSIONING",
WEP004,"Y.Ogawa,A.Enomoto,Y.Funakoshi,K.Furukawa,T.Honda,N.Iida,N.Kamikubota,T.Kamitani,E.Kikutani,M.Kikuchi,H.Kobayashi,H.Koiso,T.Matsumoto,Y.Ohnishi,S.Ohsawa,K.Oide","TWO-BUNCH OPERATION OF THE KEKB LINAC FOR DOUBLING THE POSITRON INJECTION RATE TO THE KEKB RING",
WEP005,"P.N.Prakash, T.S.Datta, B.P.Ajith Kumar, J.Antony, J.Chacko, A.Choudhury, G.K.Chaudhari, S.Ghosh, S.Kar, S.A.Krishnan, Manoj Kumar, Rajesh Kumar, A.Mandal, D.S.Mathuria, R.S.Meena, R.Mehta, K.K.Mistri, M.V.Suresh Babu, B.K.Sahoo, A.Sarkar, etc.","STATUS OF THE SUPERCONDUCTING BOOSTER LINAC FOR THE NSC PELLETRON ACCELERATOR",
WEP006,"Purushottam Shrivastava, P.R. Hannurkar","PERFORMANCE OF 5MW MICROWAVE SYSTEM FOR 20MeV PREINJECTOR MICROTRON FOR INDUS-I SRS",
WEP007,"T. Uesugi, E.Ezura, Y.Hashimoto, Y.Mori, C.Ohmori, A.Takagi, M.Yoshii, F.Tamura, M.Yamamoto","A NEW METHOD OF MA CUT-CORE COOLING FOR THE RF CAVITIES OF THE JKJ PROTON SYNCHROTRONS",
WEP008,"Y.F. Wang, J.Y. Tang and B.W. Wei","THE STATUS OF HIRFL",
WEP009,"Takeichiro Yokoi, Shinji Machida, Yoshiharu Mori, Yoshihisa Iwashita, Yoshitaka Kuno","FFAG BASED NEUTRINO FACTORY",
WEP010,"E. Antokhin, Y. Kolokolnikov, G. Kulipanov, E. Levichev, V. Mishnev, V. Panchenko , P. Piminov, P. Vobly","5 T NON-SUPERCONDUCTING WIGGLER",
WEP012,"J. Choi, Kiman Ha, J.H. Suh, Mungyung Kim, T.-Y. Lee","BEAM BASED ALIGNMENT AT THE POHANG LIGHT SOURCE",
WEP013,"Z.M. Dai and N. Huang","STUDY OF ORBIT STABILITY IN THE SSRF STORAGE RING",
WEP014,"M. Hosaka, S. Koda, M. Katoh, J. Yamazaki , K. Hayashi, K. Takashima, H. Hama","RECENT PROGRESS OF THE UVSOR-FEL",
WEP015,"G. Y. Hsiung, Z. D. Tsai, T. F. Lin, K. M. Hsiao, S. N. Hsu and J. R. Chen","DEVELOPMENT OF THE PHOTON BEAM POSITION MONITORS FOR THE TLS",
WEP016,"W. H. Hwang, H. S. Kang, D. T. Kim, J. Y. Huang and S. H. Nam","TRANSVERSE FEEDBACK SYSTEMS FOR PLS STORAGE RING",
WEP017,"C. S. Hwang, C. H. Chang, H. H. Chen, T. C. Fan, F. Y. Lin, J. R. Chen","PERFORMANCE OF A PROTOTYPE VARIABLE ELLIPTICAL LY POLARIZED UNDULATOR",
WEP018,"Y. Hashimoto, Y. Fujita, T. Morimoto, S. Muto, T. Fujisawa, T. Honma, K. Noda, Y. Sato, S. Yamada, H. Kawauchi, A. Morinaga, K. Takano, J. Takano","DEVELOPMENT OF A GAS-SHEET BEAM PROFILE MONITOR",
WEP019,"D.K. Jiang, L.P. Chen and L.X. Yin","DEVELOPMENT OF THE SSRF PHOTON ABSORBERS",
WEP020,"H. S. Kang, W. H. Hwang, H. J. Park, D. T. Kim, J.Y. Huang and S. H. Nam","LONGITUDINAL FEEDBACK SYSTEM FOR PLS STORAGE RING",
WEP021,"H. S. Kang, J.Y. Huang and S. H. Nam","MEASUREMENT OF TOUSCHEK LIFETIME IN PLS STORAGE RING",
WEP022,"M. Katoh, K.Hayashi, Y.Hori, M. Hosaka, T. Kinoshita, A. Mochihashi, Y. Takashima, J. Yamazaki","UPGRADE PLAN FOR UVSOR",
WEP023,"R. Kato, R. A. V. Kumar, T. Igo, M. Kuwahara, T. Konishi, M. Fujimoto, Y. Nakamura, S. Isaka, S. Mitani, S. Okuda, S. Suemine and G. Isoyama","GENERATION OF SELF-AMPLIFIED SPONTANEOUS EMISSION AND ITS HIGHER HARMONICS IN THE FAR-INFRARED REGION",
WEP024,"Y. C. Kim, H. J. Shin, M. K. Lee, K. R. Kim and C. W. Chung","VIBRATION MEASUREMENTS IN U7 UNDULATOR BEAMLINE AT THE PLS",
WEP025,"H. S. Suh, H. G. Lee, K. H. Park, Y. G. Jung, D. E. Kim and C. W. Chung","DEVELOPMENT OF U10 UNDULATOR AT THE PLS",
WEP027,"Gongfa Liu, Jingyi Li, Weimin Li, Yong Wang","DATA ACQUISITION AND ANALYSIS OF HLS STORAGE RING VACUUM SYSTEM",
WEP028,"Caitu Shi, Yuhui Jing, Hongliang Lu, Dashi Li and Dingchang Xian","DESIGN OF AN IN-VACUUM MULTIPOLE WIGGLER FOR THE BSRF",
WEP029,"S. J. Park, J. Y. Huang, W. H. Hwang and S. H. Nam","PERFORMANCE OF PLS BEAM POSITION MONITOR SYSTEM",
WEP030,"N.Sei, K.Yamada, H.Ohgaki, H.Ogawa, M.Yasumoto, T.Mikado","A STUDY OF BROAD-BAND FREE ELECTRON LASER WITH A CONPACT STORAGE RING NIJI-IV",
WEP031,"T.Tomimasu, H.Ohgaki, H.Toyokawa, M.Yasumoto, Y.Iwasaki,Y.Yamatsu, N.Koga, Y.Hashiguchi, Y.Ochiai","THE SAGA SYNCHROTRON LIGHT SOURCE",
WEP032,"Z. D. Tsai,, D. S. Lee, J. C. Chang, Y. C. Chang and J. R. Chen","THE STATUS OF THE UTILITY SYSTEM STABILITY IMPROVEMENT STUDY AT TLS",
WEP033,"D. J. Wang, H.C.Ho, C. K. Kuan and J. R. Chen","EXPERIMENTAL STUDY OF THERMAL DEFORMATION OF THE MAGNET GIRDER AT SRRC STORAGE RING",
WEP034,"M. Yasumoto, Y. Chikaura, T. Tsurushima, N. Kamijo, K. Takemoto, H. Kihara, A. Takahara, K. Hara, T. Tomimasu","CONCEPTUAL DESIGN STUDY OF X-RAY MICROSCOPY BEAMLINE AT THE SAGA SYNCHROTRON LIGHT SOURCE",
WEP037,"A. Ando, Y. Fukuda, S. Hashimoto","ENERGY WIDENING AND SKEW QUADRUPOLE FIELD IN NEWSUBARU",
WEP038,"Balabhadrapatruni Harita, Masumi Sugawara, Takehiko Ishii, Weerapong Pairsuwan, Klaus Hass","STUDY OF THE SYNCHROTRON AND BETATRON OSCILLATIONS FOR THE SIAM PHOTON SOURCE",
WEP039,"Boris Bondarev, Alexander Durkin, Yuri Ivanov, Igor Shumakov, Stanislav Vinogradov","STUDY OF SIMULTANEOUS ACCELERATION OF TWO BEAMS WITH OPPOSITELY CHARGED IONS",
WEP041,"Boris Bondarev, Alexander Durkin, Yuri Ivanov, Igor Shumakov, Stanislav Vinogradov","CODE PACKAGE FOR RFQ DESIGNING",
WEP042,"K. Mishima and K. Endo","COD RESPONSE TO MIS-ALIGNMENT MODE OF SYNCHROTRON QUADRUPOLES",
WEP043,"Fu Shinian, Guan Xialing, Fang Shouxian","EQUIPARTITIONING DESIGN METHOD OF A QUASIPERIODICAL FOCUSING-ACCELERATING COUPLED SYSTEM",
WEP044,"K.Akai, H.Fukuma, T.Ieiri, T.Kawakubo, E.Kikutani, M.Tobiyama ","BEAM DIAGNOSTICS BY GATING A SINGLE BUNCH AT KEKB",
WEP046,"Yujong Kim, H.Kitamura, T.Shintake, H.Matsumoto, C.Kim, K.H.Kim, M.H.Cho, W.Namkung and I.S.Ko","SAWTOOTH INSTABILITY AND THE POSSIBILITY OF COHERENT SYNCHROTRON RADIATION IN PLS STORAGE RING",
WEP047,"Yujong Kim, H.Kitamura, C.Kim, K.H.Kim, I.H.Yu, J.S.Yang, M.H.Chun, J.Y.Huang, S.H.Nam, M.H.Cho, W.Namkung, I.S.Ko","NONLINEAR RF PHASE MODULATION IN PLS STORAGE RING",
WEP048,"C. Kim, K. H. Kim, J. Y. Huang, M. H. Cho, W. Namkung, I. S. Ko, H. Suk","BEAM DIAGNOSTICS WITH A STREAK CAMERA IN PLS STORAGE RING",
WEP049,"Liu Wei, Yifang Wang, Shangyun Yang","THE HIGHEST ENERGY OF PROTON LIMITED BY β OSCILLATION IN HIRFL_SSC",
WEP050,"G.M. Liu, N. Yang, N. Huang","COLLECTIVE EFFECTS IN SSRF",
WEP051,"Y. Luo, Z.Y. Guo and C. Zhang","ANALYSIS OF THE ION INDUCED COUPLED BUNCH INSTABILITY OBSERVED IN BEPC",
WEP052,"Y. Luo, C. Zhang and Z. Y. Guo","STUDY OF ION-INDUCED INSTABILITIES IN BTCF",
WEP053,"X. Luo, Y. Funakoshi, K. Ohmi","UPGRADE THE LUMINOSITY WITH DECREASING THE HORIZONTAL CROSSING ANGLE AT THE IP OF KEKB",
WEP054,"Zihua LUO, Xialing GUAN,Shinian FU, Linlin WANG and Zhiyu GUO","BEAM DYNAMICS DESIGN AND ERROR STUDY OF THE 5MeV RFQ",
WEP055,"L. Wang, G.Rumolo, F. Zimmermann , K. Ohmi","SHORT RANGE WAKE FIELD CAUSED BY ELECTRON CLOUD IN BENDING MAGNET",
WEP056,"K. Ohmi, S. Heifets, F. Zimmermann","STUDY OF COHERENT TUNE SHIFT CAUSED BY ELECTRON CLOUD IN POSITRON STORAGE RINGS",
WEP057,"Min-joon Park, Han-sung Kim, Moon-sung Chun, Kie-hyung Chung, Hyeok-jung Kwon, Kang-ok Lee","ERROR ANALYSIS AND FABRICATION OF THE PROTOTYPE BENDING MAGNET FOR THE FANTRON-I",
WEP059,"Q. Qin, Z.Y. Guo","STUDIES ON THE DUST EFFECT IN THE BEPC STORAGE RING",
WEP060,"S. Sakanaka, M. Izawa, T. Obina and T. Takahashi","COHERENT SYNCHROTRON OSCILLATION INDUCED BY A PLL NOISE IN THE KEK PHOTON FACTORY STORAGE RING",
WEP061,"S.A. Nikitin and E.A. Simonov","BEAM-BEAM EFFECTS WITH STRONG BETATRON COUPLING AT INTERACTION POINT",
WEP062,"Sun An","QUANTUM BEAM PHYSICAL INVESTIGATION ON BEAM TRANSVERSE DENSITY DISTRIBUTION",
WEP063,"T. Suzuki","ORBIT THEORY FOR ACCELERATORS",
WEP068,"L.F. Wang, H. Fukuma, K. Ohmi","3D PIC SPACE CHARGE SOLVER OF PHOTOELECTRON CLOUD",
WEP069,"L. Wang, H. Fukuma, K. Ohmi","NUMERICAL STUDY OF PHOTOELECTRON CLOUD IN KEK LER",
WEP071,"M. H. Wang, S.Y. Lee","EXTENDING THEORETICAL TREATMENT OF RF VOLTAGE MODULATION TO NON-ZERO SYNCHRONOUS PHASE ANGLES",
WEP072,"J.Q. Wang","IMPEDANCE OF THE BEPCII ELECTROSTATIC SEPARATORS",
WEP073,"Su Su Win, Masumi Sugawara, Goro Isoyama, Somchai Tancharakorn, Chanita Kaewprasert, Lek Boonanan, Takehiko Ishii and Weerapong Pairsuwan","ELECTRON BEAM DYNAMICS STUDY AT SIAM PHOTON SOURCE",
WEP074,"J.W. Xia, Y.J. Yuan, M.T. Song, W.Z. Zhang, X.D. Yang, Y. He, L.Z. Ma, C.Z. Zhou, G.X. Xia, J.C. Yang, J.X Wu, W. Liu","THE COD INVESTIGATION OF THE EXPERIMENTAL RING CSRe",
WEP075,"Y.J. Yuan, J.Y. Long, J.W. Xia, M.T. Song, W.Z. Zhang","DESIGN OF SLOW EXTRACTION FOR HIRFL-CSR",
WEP077,"Xiongwei Zhu, Kazuhisa Nakajima","BEAM DYNAMICS SIMULATION OF W-BAND PHOTOINJECTOR",
WEP078,"R. Kuroda, M. Washio, S. Kashiwagi, T. Oshima, H. Ishikawa, J. Urakawa, H. Hayano, X. J. Wang","DEVELOPMENT OF PULSED SOFT X-RAY SOURCE AT WASEDA UNIVERSITY",
WEP079,"E. I. Zinin, S. E. Karnaev, V. A. Kiselev, O. I. Meshkov, N. Y. Mutchnoi, N. Selivanov, E. A. Simonov, A. A. Valishev, M. G. Fedotov","STATUS AND FURTHER DEVELOPMENT OF THE OPTICAL DIAGNOSTICS OF THE VEPP-4M STORAGE RING",
WEP080,"Qin Jiuchang, Jiang Yongliang, Cui Xinwei, You Qubo, Qen Quan, Guo Gang, He Ming, Jiang Shan, Xu Jincheng","PRODUCTION AND ACCELERATION OF RNB 64Cu",
WEP081,"HE Chao-hui, YANG Hai-liang, GENG Bin, CHEN Xiao-hua, ZHANG Zheng-xuan, LI Guo-zheng","EXPERIMENTAL STUDY ON SINGLE EVENT EFFECTS IN SEMICONDUCTOR DEVICES USING ACCELERATORS",
